s,facility_name,County,Subcounty,Latitude,Longitude,Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14200,amboseli dispensary,kajiado,loitokitok,-2.74492,37.3667,Entonet/Lenkism Ward
14201,amboseli serena lodge clinic,kajiado,loitokitok,-2.70725,37.26451,Entonet/Lenkism Ward
14201,amboseli serena lodge clinic,kajiado,loitokitok,-2.70725,37.26451,Entonet/Lenkism Ward
14201,amboseli serena lodge clinic,kajiado,loitokitok,-2.70725,37.26451,Entonet/Lenkism Ward
14201,amboseli serena lodge clinic,kajiado,loitokitok,-2.70725,37.26451,Entonet/Lenkism Ward
14268,border medical care,kajiado,kajiado central,-1.84189,36.78987,Dalalekutuk Ward
14268,border medical care,kajiado,kajiado central,-1.84189,36.78987,Dalalekutuk Ward
14268,border medical care,kajiado,kajiado central,-1.84189,36.78987,Dalalekutuk Ward
14268,border medical care,kajiado,kajiado central,-1.84189,36.78987,Dalalekutuk Ward
14268,border medical care,kajiado,kajiado central,-1.84189,36.78987,Dalalekutuk Ward
14268,border medical care,kajiado,kajiado central,-1.84189,36.78987,Dalalekutuk Ward
14268,border medical care,kajiado,kajiado central,-1.84189,36.78987,Dalalekutuk Ward
14268,border medical care,kajiado,kajiado central,-1.84189,36.78987,Dalalekutuk Ward
14268,border medical care,kajiado,kajiado central,-1.84189,36.78987,Dalalekutuk Ward
14268,border medical care,kajiado,kajiado central,-1.84189,36.78987,Dalalekutuk Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
14281,cedar medical clinic,kajiado,loitokitok,-2.79977,37.53594,Kimana Ward
