facility_name,orgUnit,orgUnit_level,dataElement_name,dataElement_code,dataElement,dx_type,period,value,County,Subcounty,Ward,uid_record,Latitude,Longitude
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202202,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202202,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202202,24,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202202,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202203,6,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202203,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202203,48,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202203,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Severe (Red),,sTjfhcH5iXK,dataElement,202203,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_sTjfhcH5iXK_202203,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202204,4,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202204,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202204,21,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202204,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202205,4,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202205,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Moderate (Yellow),,i2eE15DhmMB,dataElement,202205,2,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_i2eE15DhmMB_202205,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202205,27,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202205,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Fresh Still Birth,,rYn8RCcHJg1,dataElement,202206,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_rYn8RCcHJg1_202206,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202206,2,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202206,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202206,26,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202206,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Fresh Still Birth,,rYn8RCcHJg1,dataElement,202207,2,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_rYn8RCcHJg1_202207,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202207,4,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202207,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202207,24,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202207,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202208,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202208,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202208,2,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202208,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202208,39,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202208,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202209,3,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202209,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202209,2,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202209,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202209,27,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202209,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202210,5,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202210,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202210,31,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202210,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Severe (Red),,sTjfhcH5iXK,dataElement,202210,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_sTjfhcH5iXK_202210,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202211,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202211,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202211,36,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202211,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202212,4,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202212,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202212,6,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202212,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Moderate (Yellow),,i2eE15DhmMB,dataElement,202212,7,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_i2eE15DhmMB_202212,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202212,21,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202212,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Severe (Red),,sTjfhcH5iXK,dataElement,202212,2,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_sTjfhcH5iXK_202212,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202301,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202301,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202301,2,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202301,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Moderate (Yellow),,i2eE15DhmMB,dataElement,202301,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_i2eE15DhmMB_202301,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202301,28,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202301,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202302,9,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202302,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202302,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202302,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202303,5,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202303,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202303,37,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202303,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202304,3,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202304,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202304,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202304,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202304,23,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202304,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Moderate (Yellow),,i2eE15DhmMB,dataElement,202305,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_i2eE15DhmMB_202305,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202306,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202306,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Moderate (Yellow),,i2eE15DhmMB,dataElement,202306,4,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_i2eE15DhmMB_202306,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Severe (Red),,sTjfhcH5iXK,dataElement,202306,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_sTjfhcH5iXK_202306,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Fresh Still Birth,,rYn8RCcHJg1,dataElement,202307,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_rYn8RCcHJg1_202307,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202307,2,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202307,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202307,24,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202307,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Neonatal deaths 0-28 Days,,GAr6xu6f1n7,dataElement,202307,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_GAr6xu6f1n7_202307,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 PPH (Post Partum Haemorrage),,xAAEwRrU8EH,dataElement,202307,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_xAAEwRrU8EH_202307,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202308,2,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202308,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202308,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202308,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Low Birth Weight <2500gms,,syjjPqXbjTm,dataElement,202308,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_syjjPqXbjTm_202308,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202308,24,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202308,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202309,11,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202309,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202310,4,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202310,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202310,5,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202310,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202310,19,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202310,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202311,2,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202311,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202311,24,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202311,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202312,9,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202312,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202401,3,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202401,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202401,30,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202401,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202402,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202402,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202402,4,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202402,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202402,11,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202402,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202404,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202404,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202404,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202404,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202404,43,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202404,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202405,2,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202405,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202405,4,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202405,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202405,34,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202405,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202406,3,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202406,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202406,65,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202406,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202407,3,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202407,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202408,4,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202408,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202408,13,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202408,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202409,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202409,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202409,2,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202409,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202409,43,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202409,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202410,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202410,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202410,3,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202410,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202410,29,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202410,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202411,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202411,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202412,3,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202412,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202412,30,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202412,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202501,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202501,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202501,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202501,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202501,24,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202501,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,Brucellosis,,nb9cfWgxYFc,dataElement,202502,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_nb9cfWgxYFc_202502,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202502,7,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202502,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202502,21,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202502,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202503,2,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202503,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202503,10,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202503,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202504,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202504,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202504,9,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202504,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202505,4,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202505,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202505,32,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202505,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202506,5,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202506,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202506,31,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202506,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202507,53,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202507,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202508,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202508,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202508,20,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202508,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 Live birth,,UqKC1DJnymn,dataElement,202509,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_UqKC1DJnymn_202509,-2.74492,37.3667
amboseli dispensary,HzKPLEISiy4,5,MOH 711 MUAC 6 - 59 months Normal (Green),,BZbUjXynxfr,dataElement,202509,50,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,HzKPLEISiy4_BZbUjXynxfr_202509,-2.74492,37.3667
amboseli serena lodge clinic,lzqEuB4Uo5M,5,Brucellosis,,nb9cfWgxYFc,dataElement,202207,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,lzqEuB4Uo5M_nb9cfWgxYFc_202207,-2.70725,37.26451
amboseli serena lodge clinic,lzqEuB4Uo5M,5,Brucellosis,,nb9cfWgxYFc,dataElement,202208,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,lzqEuB4Uo5M_nb9cfWgxYFc_202208,-2.70725,37.26451
amboseli serena lodge clinic,lzqEuB4Uo5M,5,Brucellosis,,nb9cfWgxYFc,dataElement,202406,1,kajiado county,loitokitok sub county,Entonet/Lenkism Ward,lzqEuB4Uo5M_nb9cfWgxYFc_202406,-2.70725,37.26451
